scenario,ann_ret,ann_vol,sharpe,max_dd,total_ret
actual,0.24205516422007403,0.21104822403113296,1.1469187448988916,-0.29391501774838213,4.643292713373713
permutation_placebo,0.2339996944980269,0.178619701373746,1.310044147969395,-0.23206635970449052,4.566667212503451
