extra_lag_days,ann_ret,ann_vol,sharpe,max_dd,total_ret,ann_ret_gross,sharpe_gross,turnover_mean,cost_rate_used
0,0.23356214434760272,0.2109960273783266,1.1069504352691293,-0.2976134227500603,4.278817500310988,0.24205516422007403,1.1469187448988916,0.03370245981139744,0.000999999999999901
1,0.22546352334724565,0.21003341841521633,1.0734649992719347,-0.2865775057729517,3.9602757790089678,0.2339560091817357,1.1141022116779986,0.033700340613059224,0.000999999999999901
2,0.22685647348420557,0.2123549365698055,1.0682891443334297,-0.3038961461713182,3.994703450091623,0.23534839472020322,1.1083368055520941,0.03369810014285107,0.000999999999999901
5,0.21228891610365505,0.21676011681855734,0.9793725857805089,-0.29649503745401506,3.419790084287812,0.2207790095795233,1.0184695576473797,0.03369084712646468,0.000999999999999901
10,0.19158839336208341,0.2261134946258089,0.8473107440062002,-0.34504665661530776,2.694296140837002,0.20007336891517344,0.8849325759803551,0.03367053790909052,0.000999999999999901
