,gross_ret,equity_turnover,cash_turnover,turnover,fee_cost,impact_cost,cost,missing_ret_penalty_ret,capacity_shortfall,base_exposure_signal,base_exposure,vol_scale_signal,vol_scale,exposure,regime,regime_label,net_ret,nav,return_mode,weight_lag_days,exposure_signal_lag_days,vol_scale_lag_days,missing_ret_policy,max_participation_of_adv,impact_bps_at_100pct_adv
2018-02-28,-0.016500040640494262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6846894437551541,0.6595879443666304,1.0,1,Transition,-0.016500040640494262,1.1114986316242805,close_to_close,1,1,1,liquidate,,0.0
2018-03-01,-0.04045454545454541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6787485917176451,0.6846894437551541,1.0,1,Transition,-0.04045454545454541,1.066533459708571,close_to_close,1,1,1,liquidate,,0.0
2018-03-02,0.01864691443090316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5960973451986862,0.6787485917176451,1.0,1,Transition,0.01864691443090316,1.0864210178694518,close_to_close,1,1,1,liquidate,,0.0
2018-03-05,-0.0037625771539696595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6019328756659402,0.5960973451986862,1.0,1,Transition,-0.0037625771539696595,1.0823332749680237,close_to_close,1,1,1,liquidate,,0.0
2018-03-06,0.027625716104392017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6204920859150251,0.6019328756659402,1.0,1,Transition,0.027625716104392017,1.1122335067526272,close_to_close,1,1,1,liquidate,,0.0
2018-03-07,-0.0013214403700032573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6096038319954802,0.6204920859150251,1.0,1,Transition,-0.0013214403700032573,1.110763756495934,close_to_close,1,1,1,liquidate,,0.0
2018-03-08,-0.0027290770757525395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.626659377078124,0.6096038319954802,1.0,1,Transition,-0.0027290770757525395,1.1077323965915042,close_to_close,1,1,1,liquidate,,0.0
2018-03-09,0.0098513323980789,1.2924410426364579,0.3733406229218759,1.2924410426364579,0.0012924410426364578,0.0,0.0012924410426364578,0.0,0.0,1.0,1.0,0.6427444497533462,0.626659377078124,0.626659377078124,1,Transition,0.008558891355442442,1.1172133578248347,close_to_close,1,1,1,liquidate,,0.0
2018-03-12,0.0033249111599990074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6337476456758864,0.6427444497533462,0.626659377078124,1,Transition,0.0033249111599990074,1.1209279929863665,close_to_close,1,1,1,liquidate,,0.0
2018-03-13,-0.006681917443596537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6339539529487165,0.6337476456758864,0.626659377078124,1,Transition,-0.006681917443596537,1.1134380446770151,close_to_close,1,1,1,liquidate,,0.0
2018-03-14,0.0015276166712092597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6442756787456074,0.6339539529487165,0.626659377078124,1,Transition,0.0015276166712092597,1.1151389511964225,close_to_close,1,1,1,liquidate,,0.0
2018-03-15,0.0016104645247852025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6575293433584123,0.6442756787456074,0.626659377078124,1,Transition,0.0016104645247852025,1.1169348429175305,close_to_close,1,1,1,liquidate,,0.0
2018-03-16,-0.00260703979312606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7285665322723754,0.6575293433584123,0.626659377078124,1,Transition,-0.00260703979312606,1.1140229493357154,close_to_close,1,1,1,liquidate,,0.0
2018-03-19,-0.011922125725341293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7563914414637584,0.7285665322723754,0.626659377078124,1,Transition,-0.011922125725341293,1.1007414276728196,close_to_close,1,1,1,liquidate,,0.0
2018-03-20,0.007876622317660795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7406767004212215,0.7563914414637584,0.626659377078124,1,Transition,0.007876622317660795,1.109411552168001,close_to_close,1,1,1,liquidate,,0.0
2018-03-21,0.00028397289294318306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7633443585461445,0.7406767004212215,0.626659377078124,1,Transition,0.00028397289294318306,1.1097265949759347,close_to_close,1,1,1,liquidate,,0.0
2018-03-22,-0.016396239334762027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8396650799628738,0.7633443585461445,0.626659377078124,1,Transition,-0.016396239334762027,1.091531252128559,close_to_close,1,1,1,liquidate,,0.0
