,rf,xgb,gbm
2018-09-30,0.0018035828921153135,0.00391690992263345,0.001859177979980255
2018-12-31,0.009669723914808094,0.007322395995925474,0.006409849694389176
2019-03-31,0.008141476421743656,0.008334391618313404,0.008444915692376365
2019-06-30,0.00838155507155871,0.008974534570301694,0.00846422487636768
2019-09-30,0.01587954729571367,0.016571529048624273,0.01682819609300807
2019-12-31,0.012699548647731564,0.01294839741745673,0.01267870984911557
2020-03-31,0.020560351334706475,0.015120691173886206,0.019995341051215365
2020-06-30,0.08548739383207168,0.07995064551747719,0.0855972944610496
2020-09-30,0.07844385765092234,0.07769684038112015,0.0790569395198254
2020-12-31,0.08129103915112856,0.08093339899983779,0.08162423281570484
2021-03-31,0.07997063496270058,0.08112711894559567,0.0759922617369802
2021-06-30,0.006965643424405711,0.005459369728807294,0.004790994374956652
2021-09-30,0.013814413492891725,0.01722073398163095,0.015035329767236073
2021-12-31,0.05435551217704575,0.05512209724081436,0.05748159101062583
2022-03-31,0.1378304406316468,0.1353472112283784,0.14066321593446765
2022-06-30,0.2321066675116501,0.22527266964278397,0.23154692804205246
2022-09-30,0.19785292262941914,0.19488754055953753,0.21704977423799504
2022-12-31,0.15533404328224887,0.1274603474544982,0.1835925567044696
2023-03-31,0.07640710073318681,0.09018968477473974,0.09770536930225802
2023-06-30,0.025253609700160794,0.04668310823711521,0.02667681353683455
2023-09-30,0.03389956708370186,0.10032780004380089,0.026923396304026872
2023-12-31,0.012110019284491003,0.0237092952095632,0.013133056599977369
2024-03-31,0.01383797684894049,0.011644974409698585,0.013811607245943465
2024-06-30,0.007572965037449225,0.014936354118099376,0.014361593304705576
2024-09-30,0.04384348591315769,0.04332619405470129,0.02710978978687957
2024-12-31,0.049398879279864416,0.025417757378457858,0.028003180913507942
2025-03-31,0.04777781877202736,0.047109737251815526,0.04792512353506851
2025-06-30,0.07021262492531953,0.0382555924402068,0.044304524867600135
2025-09-30,0.029300846284872787,0.03168187602295685,0.02950971019470813
2025-12-31,0.029087715425169608,0.042014000183977204,0.03564628301273626
