tic,predicted_return,trade_date
SNPS,0.0483004300559298,2021-06-14
TEAM,0.0525744966057432,2021-06-14
WDAY,0.0496960363591382,2021-06-14
ZS,0.0703171075488035,2021-06-14
GOOGL,0.078663811969156,2021-06-14
LIN,0.0446505224332213,2021-06-15
CPRT,0.0440658125727437,2021-06-15
AMZN,0.0450717800316708,2021-06-15
LULU,0.0570184513926506,2021-06-15
ROST,0.0600004829466342,2021-06-15
PYPL,0.0625755273633533,2021-06-15
ADI,0.047141634678879,2021-06-15
ADSK,0.0443122033045019,2021-06-15
AMAT,0.0500359501356635,2021-06-15
AMD,0.0489898261432276,2021-06-15
AVGO,0.0517742939051512,2021-06-15
CRWD,0.0698164611558469,2021-06-15
CSCO,0.0511780713512953,2021-06-15
DDOG,0.0451319742378705,2021-06-15
INTC,0.0435631077512926,2021-06-15
INTU,0.0432887531233011,2021-06-15
MRVL,0.0560851353585876,2021-06-15
PANW,0.0545775263135429,2021-06-15
PLTR,0.0717478741408723,2021-06-15
SNPS,0.0483004300559298,2021-06-15
TEAM,0.0525744966057432,2021-06-15
WDAY,0.0496960363591382,2021-06-15
ZS,0.0703171075488035,2021-06-15
GOOGL,0.078663811969156,2021-06-15
LIN,0.0446505224332213,2021-06-16
CPRT,0.0440658125727437,2021-06-16
AMZN,0.0450717800316708,2021-06-16
LULU,0.0570184513926506,2021-06-16
ROST,0.0600004829466342,2021-06-16
PYPL,0.0625755273633533,2021-06-16
ADI,0.047141634678879,2021-06-16
ADSK,0.0443122033045019,2021-06-16
AMAT,0.0500359501356635,2021-06-16
AMD,0.0489898261432276,2021-06-16
AVGO,0.0517742939051512,2021-06-16
CRWD,0.0698164611558469,2021-06-16
CSCO,0.0511780713512953,2021-06-16
DDOG,0.0451319742378705,2021-06-16
INTC,0.0435631077512926,2021-06-16
INTU,0.0432887531233011,2021-06-16
MRVL,0.0560851353585876,2021-06-16
PANW,0.0545775263135429,2021-06-16
PLTR,0.0717478741408723,2021-06-16
SNPS,0.0483004300559298,2021-06-16
TEAM,0.0525744966057432,2021-06-16
WDAY,0.0496960363591382,2021-06-16
ZS,0.0703171075488035,2021-06-16
GOOGL,0.078663811969156,2021-06-16
LIN,0.0446505224332213,2021-06-17
CPRT,0.0440658125727437,2021-06-17
AMZN,0.0450717800316708,2021-06-17
LULU,0.0570184513926506,2021-06-17
ROST,0.0600004829466342,2021-06-17
PYPL,0.0625755273633533,2021-06-17
ADBE,0.0453894491500563,2021-06-17
ADI,0.047141634678879,2021-06-17
ADSK,0.0443122033045019,2021-06-17
AMAT,0.0500359501356635,2021-06-17
AMD,0.0489898261432276,2021-06-17
AVGO,0.0517742939051512,2021-06-17
CRWD,0.0698164611558469,2021-06-17
CSCO,0.0511780713512953,2021-06-17
DDOG,0.0451319742378705,2021-06-17
INTC,0.0435631077512926,2021-06-17
MRVL,0.0560851353585876,2021-06-17
PANW,0.0545775263135429,2021-06-17
PLTR,0.0717478741408723,2021-06-17
SNPS,0.0483004300559298,2021-06-17
TEAM,0.0525744966057432,2021-06-17
WDAY,0.0496960363591382,2021-06-17
ZS,0.0703171075488035,2021-06-17
GOOGL,0.078663811969156,2021-06-17
LIN,0.0446505224332213,2021-06-18
CPRT,0.0440658125727437,2021-06-18
AMZN,0.0450717800316708,2021-06-18
LULU,0.0570184513926506,2021-06-18
ROST,0.0600004829466342,2021-06-18
PYPL,0.0625755273633533,2021-06-18
ADBE,0.0453894491500563,2021-06-18
ADI,0.047141634678879,2021-06-18
ADSK,0.0443122033045019,2021-06-18
AMAT,0.0500359501356635,2021-06-18
AMD,0.0489898261432276,2021-06-18
AVGO,0.0517742939051512,2021-06-18
CRWD,0.0698164611558469,2021-06-18
CSCO,0.0511780713512953,2021-06-18
DDOG,0.0451319742378705,2021-06-18
INTC,0.0435631077512926,2021-06-18
MRVL,0.0560851353585876,2021-06-18
PANW,0.0545775263135429,2021-06-18
PLTR,0.0717478741408723,2021-06-18
SNPS,0.0483004300559298,2021-06-18
TEAM,0.0525744966057432,2021-06-18
WDAY,0.0496960363591382,2021-06-18
ZS,0.0703171075488035,2021-06-18
GOOGL,0.078663811969156,2021-06-18
LIN,0.0446505224332213,2021-06-21
CPRT,0.0440658125727437,2021-06-21
AMZN,0.0450717800316708,2021-06-21
LULU,0.0570184513926506,2021-06-21
ROST,0.0600004829466342,2021-06-21
PYPL,0.0625755273633533,2021-06-21
ADBE,0.0453894491500563,2021-06-21
ADI,0.047141634678879,2021-06-21
ADSK,0.0443122033045019,2021-06-21
AMAT,0.0500359501356635,2021-06-21
AMD,0.0489898261432276,2021-06-21
AVGO,0.0517742939051512,2021-06-21
CRWD,0.0698164611558469,2021-06-21
CSCO,0.0511780713512953,2021-06-21
DDOG,0.0451319742378705,2021-06-21
INTC,0.0435631077512926,2021-06-21
MRVL,0.0560851353585876,2021-06-21
PANW,0.0545775263135429,2021-06-21
PLTR,0.0717478741408723,2021-06-21
SNPS,0.0483004300559298,2021-06-21
TEAM,0.0525744966057432,2021-06-21
WDAY,0.0496960363591382,2021-06-21
ZS,0.0703171075488035,2021-06-21
GOOGL,0.078663811969156,2021-06-21
LIN,0.0446505224332213,2021-06-22
CPRT,0.0440658125727437,2021-06-22
AMZN,0.0450717800316708,2021-06-22
LULU,0.0570184513926506,2021-06-22
ROST,0.0600004829466342,2021-06-22
PYPL,0.0625755273633533,2021-06-22
ADBE,0.0453894491500563,2021-06-22
ADI,0.047141634678879,2021-06-22
ADSK,0.0443122033045019,2021-06-22
AMAT,0.0500359501356635,2021-06-22
AMD,0.0489898261432276,2021-06-22
AVGO,0.0517742939051512,2021-06-22
CRWD,0.0698164611558469,2021-06-22
CSCO,0.0511780713512953,2021-06-22
DDOG,0.0451319742378705,2021-06-22
INTC,0.0435631077512926,2021-06-22
MRVL,0.0560851353585876,2021-06-22
PANW,0.0545775263135429,2021-06-22
PLTR,0.0717478741408723,2021-06-22
SNPS,0.0483004300559298,2021-06-22
TEAM,0.0525744966057432,2021-06-22
WDAY,0.0496960363591382,2021-06-22
ZS,0.0703171075488035,2021-06-22
GOOGL,0.078663811969156,2021-06-22
LIN,0.0446505224332213,2021-06-23
CPRT,0.0440658125727437,2021-06-23
AMZN,0.0450717800316708,2021-06-23
LULU,0.0570184513926506,2021-06-23
ROST,0.0600004829466342,2021-06-23
PYPL,0.0625755273633533,2021-06-23
ADBE,0.0453894491500563,2021-06-23
ADI,0.047141634678879,2021-06-23
ADSK,0.0443122033045019,2021-06-23
AMAT,0.0500359501356635,2021-06-23
AMD,0.0489898261432276,2021-06-23
AVGO,0.0517742939051512,2021-06-23
CRWD,0.0698164611558469,2021-06-23
CSCO,0.0511780713512953,2021-06-23
DDOG,0.0451319742378705,2021-06-23
INTC,0.0435631077512926,2021-06-23
MRVL,0.0560851353585876,2021-06-23
PANW,0.0545775263135429,2021-06-23
PLTR,0.0717478741408723,2021-06-23
SNPS,0.0483004300559298,2021-06-23
TEAM,0.0525744966057432,2021-06-23
WDAY,0.0496960363591382,2021-06-23
ZS,0.0703171075488035,2021-06-23
GOOGL,0.078663811969156,2021-06-23
LIN,0.0446505224332213,2021-06-24
CPRT,0.0440658125727437,2021-06-24
AMZN,0.0450717800316708,2021-06-24
LULU,0.0570184513926506,2021-06-24
ROST,0.0600004829466342,2021-06-24
PYPL,0.0625755273633533,2021-06-24
ADBE,0.0453894491500563,2021-06-24
ADI,0.047141634678879,2021-06-24
ADSK,0.0443122033045019,2021-06-24
AMAT,0.0500359501356635,2021-06-24
AMD,0.0489898261432276,2021-06-24
AVGO,0.0517742939051512,2021-06-24
CRWD,0.0698164611558469,2021-06-24
CSCO,0.0511780713512953,2021-06-24
DDOG,0.0451319742378705,2021-06-24
INTC,0.0435631077512926,2021-06-24
MRVL,0.0560851353585876,2021-06-24
PANW,0.0545775263135429,2021-06-24
PLTR,0.0717478741408723,2021-06-24
SNPS,0.0483004300559298,2021-06-24
TEAM,0.0525744966057432,2021-06-24
WDAY,0.0496960363591382,2021-06-24
ZS,0.0703171075488035,2021-06-24
GOOGL,0.078663811969156,2021-06-24
LIN,0.0446505224332213,2021-06-25
CPRT,0.0440658125727437,2021-06-25
AMZN,0.0450717800316708,2021-06-25
LULU,0.0570184513926506,2021-06-25
ROST,0.0600004829466342,2021-06-25
PYPL,0.0625755273633533,2021-06-25
ADBE,0.0453894491500563,2021-06-25
ADI,0.047141634678879,2021-06-25
ADSK,0.0443122033045019,2021-06-25
AMAT,0.0500359501356635,2021-06-25
AMD,0.0489898261432276,2021-06-25
AVGO,0.0517742939051512,2021-06-25
CRWD,0.0698164611558469,2021-06-25
CSCO,0.0511780713512953,2021-06-25
DDOG,0.0451319742378705,2021-06-25
INTC,0.0435631077512926,2021-06-25
MRVL,0.0560851353585876,2021-06-25
PANW,0.0545775263135429,2021-06-25
PLTR,0.0717478741408723,2021-06-25
SNPS,0.0483004300559298,2021-06-25
TEAM,0.0525744966057432,2021-06-25
WDAY,0.0496960363591382,2021-06-25
ZS,0.0703171075488035,2021-06-25
GOOGL,0.078663811969156,2021-06-25
LIN,0.0446505224332213,2021-06-28
CPRT,0.0440658125727437,2021-06-28
AMZN,0.0450717800316708,2021-06-28
LULU,0.0570184513926506,2021-06-28
ROST,0.0600004829466342,2021-06-28
PYPL,0.0625755273633533,2021-06-28
ADBE,0.0453894491500563,2021-06-28
ADI,0.047141634678879,2021-06-28
ADSK,0.0443122033045019,2021-06-28
AMAT,0.0500359501356635,2021-06-28
AMD,0.0489898261432276,2021-06-28
AVGO,0.0517742939051512,2021-06-28
CRWD,0.0698164611558469,2021-06-28
CSCO,0.0511780713512953,2021-06-28
DDOG,0.0451319742378705,2021-06-28
INTC,0.0435631077512926,2021-06-28
MRVL,0.0560851353585876,2021-06-28
PANW,0.0545775263135429,2021-06-28
PLTR,0.0717478741408723,2021-06-28
SNPS,0.0483004300559298,2021-06-28
TEAM,0.0525744966057432,2021-06-28
WDAY,0.0496960363591382,2021-06-28
ZS,0.0703171075488035,2021-06-28
GOOGL,0.078663811969156,2021-06-28
LIN,0.0446505224332213,2021-06-29
CPRT,0.0440658125727437,2021-06-29
AMZN,0.0450717800316708,2021-06-29
LULU,0.0570184513926506,2021-06-29
ROST,0.0600004829466342,2021-06-29
PYPL,0.0625755273633533,2021-06-29
ADBE,0.0453894491500563,2021-06-29
ADI,0.047141634678879,2021-06-29
ADSK,0.0443122033045019,2021-06-29
AMAT,0.0500359501356635,2021-06-29
AMD,0.0489898261432276,2021-06-29
AVGO,0.0517742939051512,2021-06-29
CRWD,0.0698164611558469,2021-06-29
CSCO,0.0511780713512953,2021-06-29
DDOG,0.0451319742378705,2021-06-29
INTC,0.0435631077512926,2021-06-29
MRVL,0.0560851353585876,2021-06-29
PANW,0.0545775263135429,2021-06-29
PLTR,0.0717478741408723,2021-06-29
SNPS,0.0483004300559298,2021-06-29
TEAM,0.0525744966057432,2021-06-29
WDAY,0.0496960363591382,2021-06-29
ZS,0.0703171075488035,2021-06-29
GOOGL,0.078663811969156,2021-06-29
LIN,0.0446505224332213,2021-06-30
CPRT,0.0440658125727437,2021-06-30
AMZN,0.0450717800316708,2021-06-30
LULU,0.0570184513926506,2021-06-30
ROST,0.0600004829466342,2021-06-30
PYPL,0.0625755273633533,2021-06-30
ADBE,0.0453894491500563,2021-06-30
ADI,0.047141634678879,2021-06-30
ADSK,0.0443122033045019,2021-06-30
AMAT,0.0500359501356635,2021-06-30
AMD,0.0489898261432276,2021-06-30
AVGO,0.0517742939051512,2021-06-30
CRWD,0.0698164611558469,2021-06-30
CSCO,0.0511780713512953,2021-06-30
DDOG,0.0451319742378705,2021-06-30
INTC,0.0435631077512926,2021-06-30
MRVL,0.0560851353585876,2021-06-30
PANW,0.0545775263135429,2021-06-30
PLTR,0.0717478741408723,2021-06-30
SNPS,0.0483004300559298,2021-06-30
TEAM,0.0525744966057432,2021-06-30
WDAY,0.0496960363591382,2021-06-30
ZS,0.0703171075488035,2021-06-30
GOOGL,0.078663811969156,2021-06-30
LIN,0.0446505224332213,2021-07-01
CPRT,0.0440658125727437,2021-07-01
AMZN,0.0450717800316708,2021-07-01
LULU,0.0570184513926506,2021-07-01
ROST,0.0600004829466342,2021-07-01
PYPL,0.0625755273633533,2021-07-01
ADBE,0.0453894491500563,2021-07-01
ADI,0.047141634678879,2021-07-01
ADSK,0.0443122033045019,2021-07-01
AMAT,0.0500359501356635,2021-07-01
AMD,0.0489898261432276,2021-07-01
AVGO,0.0517742939051512,2021-07-01
CRWD,0.0698164611558469,2021-07-01
CSCO,0.0511780713512953,2021-07-01
DDOG,0.0451319742378705,2021-07-01
INTC,0.0435631077512926,2021-07-01
MRVL,0.0560851353585876,2021-07-01
PANW,0.0545775263135429,2021-07-01
PLTR,0.0717478741408723,2021-07-01
SNPS,0.0483004300559298,2021-07-01
TEAM,0.0525744966057432,2021-07-01
WDAY,0.0496960363591382,2021-07-01
ZS,0.0703171075488035,2021-07-01
GOOGL,0.078663811969156,2021-07-01
LIN,0.0446505224332213,2021-07-02
CPRT,0.0440658125727437,2021-07-02
AMZN,0.0450717800316708,2021-07-02
LULU,0.0570184513926506,2021-07-02
ROST,0.0600004829466342,2021-07-02
PYPL,0.0625755273633533,2021-07-02
ADBE,0.0453894491500563,2021-07-02
ADI,0.047141634678879,2021-07-02
ADSK,0.0443122033045019,2021-07-02
AMAT,0.0500359501356635,2021-07-02
AMD,0.0489898261432276,2021-07-02
AVGO,0.0517742939051512,2021-07-02
CRWD,0.0698164611558469,2021-07-02
CSCO,0.0511780713512953,2021-07-02
DDOG,0.0451319742378705,2021-07-02
INTC,0.0435631077512926,2021-07-02
MRVL,0.0560851353585876,2021-07-02
PANW,0.0545775263135429,2021-07-02
PLTR,0.0717478741408723,2021-07-02
SNPS,0.0483004300559298,2021-07-02
TEAM,0.0525744966057432,2021-07-02
WDAY,0.0496960363591382,2021-07-02
ZS,0.0703171075488035,2021-07-02
GOOGL,0.078663811969156,2021-07-02
LIN,0.0446505224332213,2021-07-05
CPRT,0.0440658125727437,2021-07-05
AMZN,0.0450717800316708,2021-07-05
LULU,0.0570184513926506,2021-07-05
ROST,0.0600004829466342,2021-07-05
PYPL,0.0625755273633533,2021-07-05
ADBE,0.0453894491500563,2021-07-05
ADI,0.047141634678879,2021-07-05
ADSK,0.0443122033045019,2021-07-05
AMAT,0.0500359501356635,2021-07-05
AMD,0.0489898261432276,2021-07-05
AVGO,0.0517742939051512,2021-07-05
CRWD,0.0698164611558469,2021-07-05
CSCO,0.0511780713512953,2021-07-05
DDOG,0.0451319742378705,2021-07-05
INTC,0.0435631077512926,2021-07-05
MRVL,0.0560851353585876,2021-07-05
PANW,0.0545775263135429,2021-07-05
PLTR,0.0717478741408723,2021-07-05
SNPS,0.0483004300559298,2021-07-05
TEAM,0.0525744966057432,2021-07-05
WDAY,0.0496960363591382,2021-07-05
ZS,0.0703171075488035,2021-07-05
GOOGL,0.078663811969156,2021-07-05
LIN,0.0446505224332213,2021-07-06
CPRT,0.0440658125727437,2021-07-06
AMZN,0.0450717800316708,2021-07-06
LULU,0.0570184513926506,2021-07-06
ROST,0.0600004829466342,2021-07-06
PYPL,0.0625755273633533,2021-07-06
ADBE,0.0453894491500563,2021-07-06
ADI,0.047141634678879,2021-07-06
ADSK,0.0443122033045019,2021-07-06
AMAT,0.0500359501356635,2021-07-06
AMD,0.0489898261432276,2021-07-06
AVGO,0.0517742939051512,2021-07-06
CRWD,0.0698164611558469,2021-07-06
CSCO,0.0511780713512953,2021-07-06
DDOG,0.0451319742378705,2021-07-06
INTC,0.0435631077512926,2021-07-06
MRVL,0.0560851353585876,2021-07-06
PANW,0.0545775263135429,2021-07-06
PLTR,0.0717478741408723,2021-07-06
SNPS,0.0483004300559298,2021-07-06
TEAM,0.0525744966057432,2021-07-06
WDAY,0.0496960363591382,2021-07-06
ZS,0.0703171075488035,2021-07-06
GOOGL,0.078663811969156,2021-07-06
LIN,0.0446505224332213,2021-07-07
CPRT,0.0440658125727437,2021-07-07
AMZN,0.0450717800316708,2021-07-07
LULU,0.0570184513926506,2021-07-07
ROST,0.0600004829466342,2021-07-07
PYPL,0.0625755273633533,2021-07-07
ADBE,0.0453894491500563,2021-07-07
ADI,0.047141634678879,2021-07-07
ADSK,0.0443122033045019,2021-07-07
AMAT,0.0500359501356635,2021-07-07
AMD,0.0489898261432276,2021-07-07
AVGO,0.0517742939051512,2021-07-07
CRWD,0.0698164611558469,2021-07-07
CSCO,0.0511780713512953,2021-07-07
DDOG,0.0451319742378705,2021-07-07
INTC,0.0435631077512926,2021-07-07
MRVL,0.0560851353585876,2021-07-07
PANW,0.0545775263135429,2021-07-07
PLTR,0.0717478741408723,2021-07-07
SNPS,0.0483004300559298,2021-07-07
TEAM,0.0525744966057432,2021-07-07
WDAY,0.0496960363591382,2021-07-07
ZS,0.0703171075488035,2021-07-07
GOOGL,0.078663811969156,2021-07-07
LIN,0.0446505224332213,2021-07-08
CPRT,0.0440658125727437,2021-07-08
AMZN,0.0450717800316708,2021-07-08
LULU,0.0570184513926506,2021-07-08
ROST,0.0600004829466342,2021-07-08
PYPL,0.0625755273633533,2021-07-08
ADBE,0.0453894491500563,2021-07-08
ADI,0.047141634678879,2021-07-08
ADSK,0.0443122033045019,2021-07-08
AMAT,0.0500359501356635,2021-07-08
AMD,0.0489898261432276,2021-07-08
AVGO,0.0517742939051512,2021-07-08
CRWD,0.0698164611558469,2021-07-08
CSCO,0.0511780713512953,2021-07-08
DDOG,0.0451319742378705,2021-07-08
INTC,0.0435631077512926,2021-07-08
MRVL,0.0560851353585876,2021-07-08
PANW,0.0545775263135429,2021-07-08
PLTR,0.0717478741408723,2021-07-08
SNPS,0.0483004300559298,2021-07-08
TEAM,0.0525744966057432,2021-07-08
WDAY,0.0496960363591382,2021-07-08
ZS,0.0703171075488035,2021-07-08
GOOGL,0.078663811969156,2021-07-08
LIN,0.0446505224332213,2021-07-09
CPRT,0.0440658125727437,2021-07-09
AMZN,0.0450717800316708,2021-07-09
LULU,0.0570184513926506,2021-07-09
ROST,0.0600004829466342,2021-07-09
PYPL,0.0625755273633533,2021-07-09
ADBE,0.0453894491500563,2021-07-09
ADI,0.047141634678879,2021-07-09
ADSK,0.0443122033045019,2021-07-09
AMAT,0.0500359501356635,2021-07-09
AMD,0.0489898261432276,2021-07-09
AVGO,0.0517742939051512,2021-07-09
CRWD,0.0698164611558469,2021-07-09
CSCO,0.0511780713512953,2021-07-09
DDOG,0.0451319742378705,2021-07-09
INTC,0.0435631077512926,2021-07-09
MRVL,0.0560851353585876,2021-07-09
PANW,0.0545775263135429,2021-07-09
PLTR,0.0717478741408723,2021-07-09
SNPS,0.0483004300559298,2021-07-09
TEAM,0.0525744966057432,2021-07-09
WDAY,0.0496960363591382,2021-07-09
ZS,0.0703171075488035,2021-07-09
GOOGL,0.078663811969156,2021-07-09
LIN,0.0446505224332213,2021-07-12
CPRT,0.0440658125727437,2021-07-12
AMZN,0.0450717800316708,2021-07-12
LULU,0.0570184513926506,2021-07-12
ROST,0.0600004829466342,2021-07-12
PYPL,0.0625755273633533,2021-07-12
ADBE,0.0453894491500563,2021-07-12
ADI,0.047141634678879,2021-07-12
ADSK,0.0443122033045019,2021-07-12
AMAT,0.0500359501356635,2021-07-12
AMD,0.0489898261432276,2021-07-12
AVGO,0.0517742939051512,2021-07-12
CRWD,0.0698164611558469,2021-07-12
CSCO,0.0511780713512953,2021-07-12
DDOG,0.0451319742378705,2021-07-12
INTC,0.0435631077512926,2021-07-12
MRVL,0.0560851353585876,2021-07-12
PANW,0.0545775263135429,2021-07-12
PLTR,0.0717478741408723,2021-07-12
SNPS,0.0483004300559298,2021-07-12
TEAM,0.0525744966057432,2021-07-12
WDAY,0.0496960363591382,2021-07-12
ZS,0.0703171075488035,2021-07-12
GOOGL,0.078663811969156,2021-07-12
LIN,0.0446505224332213,2021-07-13
CPRT,0.0440658125727437,2021-07-13
FAST,0.0479507566093679,2021-07-13
AMZN,0.0450717800316708,2021-07-13
LULU,0.0570184513926506,2021-07-13
ROST,0.0600004829466342,2021-07-13
PYPL,0.0625755273633533,2021-07-13
ADBE,0.0453894491500563,2021-07-13
ADI,0.047141634678879,2021-07-13
ADSK,0.0443122033045019,2021-07-13
AMAT,0.0500359501356635,2021-07-13
AMD,0.0489898261432276,2021-07-13
AVGO,0.0517742939051512,2021-07-13
CRWD,0.0698164611558469,2021-07-13
CSCO,0.0511780713512953,2021-07-13
DDOG,0.0451319742378705,2021-07-13
MRVL,0.0560851353585876,2021-07-13
PANW,0.0545775263135429,2021-07-13
PLTR,0.0717478741408723,2021-07-13
SNPS,0.0483004300559298,2021-07-13
TEAM,0.0525744966057432,2021-07-13
WDAY,0.0496960363591382,2021-07-13
ZS,0.0703171075488035,2021-07-13
GOOGL,0.078663811969156,2021-07-13
LIN,0.0446505224332213,2021-07-14
CPRT,0.0440658125727437,2021-07-14
FAST,0.0479507566093679,2021-07-14
AMZN,0.0450717800316708,2021-07-14
LULU,0.0570184513926506,2021-07-14
ROST,0.0600004829466342,2021-07-14
PYPL,0.0625755273633533,2021-07-14
ADBE,0.0453894491500563,2021-07-14
ADI,0.047141634678879,2021-07-14
ADSK,0.0443122033045019,2021-07-14
AMAT,0.0500359501356635,2021-07-14
AMD,0.0489898261432276,2021-07-14
AVGO,0.0517742939051512,2021-07-14
CRWD,0.0698164611558469,2021-07-14
CSCO,0.0511780713512953,2021-07-14
DDOG,0.0451319742378705,2021-07-14
MRVL,0.0560851353585876,2021-07-14
PANW,0.0545775263135429,2021-07-14
PLTR,0.0717478741408723,2021-07-14
SNPS,0.0483004300559298,2021-07-14
TEAM,0.0525744966057432,2021-07-14
WDAY,0.0496960363591382,2021-07-14
ZS,0.0703171075488035,2021-07-14
GOOGL,0.078663811969156,2021-07-14
LIN,0.0446505224332213,2021-07-15
CPRT,0.0440658125727437,2021-07-15
FAST,0.0479507566093679,2021-07-15
AMZN,0.0450717800316708,2021-07-15
LULU,0.0570184513926506,2021-07-15
ROST,0.0600004829466342,2021-07-15
PYPL,0.0625755273633533,2021-07-15
ADBE,0.0453894491500563,2021-07-15
ADI,0.047141634678879,2021-07-15
ADSK,0.0443122033045019,2021-07-15
AMAT,0.0500359501356635,2021-07-15
AMD,0.0489898261432276,2021-07-15
AVGO,0.0517742939051512,2021-07-15
CRWD,0.0698164611558469,2021-07-15
CSCO,0.0511780713512953,2021-07-15
DDOG,0.0451319742378705,2021-07-15
MRVL,0.0560851353585876,2021-07-15
PANW,0.0545775263135429,2021-07-15
PLTR,0.0717478741408723,2021-07-15
SNPS,0.0483004300559298,2021-07-15
TEAM,0.0525744966057432,2021-07-15
WDAY,0.0496960363591382,2021-07-15
ZS,0.0703171075488035,2021-07-15
GOOGL,0.078663811969156,2021-07-15
LIN,0.0446505224332213,2021-07-16
CPRT,0.0440658125727437,2021-07-16
FAST,0.0479507566093679,2021-07-16
AMZN,0.0450717800316708,2021-07-16
LULU,0.0570184513926506,2021-07-16
ROST,0.0600004829466342,2021-07-16
PYPL,0.0625755273633533,2021-07-16
ADBE,0.0453894491500563,2021-07-16
ADI,0.047141634678879,2021-07-16
ADSK,0.0443122033045019,2021-07-16
AMAT,0.0500359501356635,2021-07-16
AMD,0.0489898261432276,2021-07-16
AVGO,0.0517742939051512,2021-07-16
CRWD,0.0698164611558469,2021-07-16
CSCO,0.0511780713512953,2021-07-16
DDOG,0.0451319742378705,2021-07-16
MRVL,0.0560851353585876,2021-07-16
PANW,0.0545775263135429,2021-07-16
PLTR,0.0717478741408723,2021-07-16
SNPS,0.0483004300559298,2021-07-16
TEAM,0.0525744966057432,2021-07-16
WDAY,0.0496960363591382,2021-07-16
ZS,0.0703171075488035,2021-07-16
GOOGL,0.078663811969156,2021-07-16
LIN,0.0446505224332213,2021-07-19
CPRT,0.0440658125727437,2021-07-19
FAST,0.0479507566093679,2021-07-19
AMZN,0.0450717800316708,2021-07-19
LULU,0.0570184513926506,2021-07-19
ROST,0.0600004829466342,2021-07-19
PYPL,0.0625755273633533,2021-07-19
ADBE,0.0453894491500563,2021-07-19
ADI,0.047141634678879,2021-07-19
ADSK,0.0443122033045019,2021-07-19
AMAT,0.0500359501356635,2021-07-19
AMD,0.0489898261432276,2021-07-19
AVGO,0.0517742939051512,2021-07-19
CRWD,0.0698164611558469,2021-07-19
CSCO,0.0511780713512953,2021-07-19
DDOG,0.0451319742378705,2021-07-19
MRVL,0.0560851353585876,2021-07-19
PANW,0.0545775263135429,2021-07-19
PLTR,0.0717478741408723,2021-07-19
SNPS,0.0483004300559298,2021-07-19
TEAM,0.0525744966057432,2021-07-19
WDAY,0.0496960363591382,2021-07-19
ZS,0.0703171075488035,2021-07-19
GOOGL,0.078663811969156,2021-07-19
LIN,0.0446505224332213,2021-07-20
FAST,0.0479507566093679,2021-07-20
AMZN,0.0450717800316708,2021-07-20
LULU,0.0570184513926506,2021-07-20
ROST,0.0600004829466342,2021-07-20
PYPL,0.0625755273633533,2021-07-20
ADBE,0.0453894491500563,2021-07-20
ADI,0.047141634678879,2021-07-20
ADSK,0.0443122033045019,2021-07-20
AMAT,0.0500359501356635,2021-07-20
AMD,0.0489898261432276,2021-07-20
AVGO,0.0517742939051512,2021-07-20
CRWD,0.0698164611558469,2021-07-20
CSCO,0.0511780713512953,2021-07-20
DDOG,0.0451319742378705,2021-07-20
MRVL,0.0560851353585876,2021-07-20
PANW,0.0545775263135429,2021-07-20
PLTR,0.0717478741408723,2021-07-20
SNPS,0.0483004300559298,2021-07-20
TEAM,0.0525744966057432,2021-07-20
WDAY,0.0496960363591382,2021-07-20
ZS,0.0703171075488035,2021-07-20
GOOGL,0.078663811969156,2021-07-20
NFLX,0.0868943184614181,2021-07-20
CSX,0.0485973988156547,2021-07-21
FAST,0.0479507566093679,2021-07-21
AMZN,0.0450717800316708,2021-07-21
LULU,0.0570184513926506,2021-07-21
ROST,0.0600004829466342,2021-07-21
PYPL,0.0625755273633533,2021-07-21
ADBE,0.0453894491500563,2021-07-21
ADI,0.047141634678879,2021-07-21
AMAT,0.0500359501356635,2021-07-21
AMD,0.0489898261432276,2021-07-21
AVGO,0.0517742939051512,2021-07-21
CRWD,0.0698164611558469,2021-07-21
CSCO,0.0511780713512953,2021-07-21
DDOG,0.0451319742378705,2021-07-21
MRVL,0.0560851353585876,2021-07-21
PANW,0.0545775263135429,2021-07-21
PLTR,0.0717478741408723,2021-07-21
SNPS,0.0483004300559298,2021-07-21
TEAM,0.0525744966057432,2021-07-21
TXN,0.0467512708670356,2021-07-21
WDAY,0.0496960363591382,2021-07-21
ZS,0.0703171075488035,2021-07-21
GOOGL,0.078663811969156,2021-07-21
NFLX,0.0868943184614181,2021-07-21
CSX,0.0485973988156547,2021-07-22
FAST,0.0479507566093679,2021-07-22
LULU,0.0570184513926506,2021-07-22
ROST,0.0600004829466342,2021-07-22
PYPL,0.0625755273633533,2021-07-22
ADBE,0.0453894491500563,2021-07-22
ADI,0.047141634678879,2021-07-22
AMAT,0.0500359501356635,2021-07-22
AMD,0.0489898261432276,2021-07-22
AVGO,0.0517742939051512,2021-07-22
CRWD,0.0698164611558469,2021-07-22
CSCO,0.0511780713512953,2021-07-22
DDOG,0.0451319742378705,2021-07-22
INTC,0.0474769676588945,2021-07-22
MRVL,0.0560851353585876,2021-07-22
PANW,0.0545775263135429,2021-07-22
PLTR,0.0717478741408723,2021-07-22
SNPS,0.0483004300559298,2021-07-22
TEAM,0.0525744966057432,2021-07-22
TXN,0.0467512708670356,2021-07-22
WDAY,0.0496960363591382,2021-07-22
ZS,0.0703171075488035,2021-07-22
GOOGL,0.078663811969156,2021-07-22
NFLX,0.0868943184614181,2021-07-22
CSX,0.0485973988156547,2021-07-23
