extra_lag_days,ann_ret,ann_vol,sharpe,max_dd,total_ret,ann_ret_gross,sharpe_gross,turnover_mean,cost_rate_used
0,0.20586819896026298,0.2028572531068163,1.014842682755082,-0.3344129548662764,3.3016211462820255,0.21495488866919257,1.0593865734137309,0.03605829249575564,0.00099999999999991
1,0.20583685200022775,0.20299205087066677,1.01401434744043,-0.3212732924614712,3.2993235965659133,0.21492297996824164,1.0591392812228346,0.0360560633651377,0.00099999999999991
2,0.21016649807101664,0.20520920009240168,1.0241572891242625,-0.3386975017008702,3.4317794190681488,0.2192521194287619,1.0684824788856628,0.0360540530069289,0.00099999999999991
5,0.19244055223745238,0.2090128849455712,0.9207114302385946,-0.3144747142089048,2.830169206596497,0.20152479754088012,0.9640488447019933,0.03604859247392272,0.00099999999999991
10,0.18943722452935916,0.2187573313751638,0.8659697178496509,-0.3130596905789046,2.6795270119267727,0.1985163642173137,0.9077377463096763,0.03602833209506094,0.00099999999999991
