segment,split_date,ann_ret,ann_vol,sharpe,max_dd,total_ret
IS,2023-01-01,0.18750045023428483,0.20564598171752602,0.9117632577471048,-0.3328889612360677,1.255904398378148
OOS,2023-01-01,0.24288337403395832,0.19831514206561854,1.2247343874143928,-0.17530957800438496,0.9464669589112589
DECAY,2023-01-01,,,-0.34325920353559214,,
RATIO,2023-01-01,,,1.3432592035355921,,
