,rf,xgb,gbm
2018-03-31,0.018230403581098724,0.019084346195655688,0.01812403037541663
2018-06-30,0.017047768335167905,0.01789157535264816,0.017057230735432735
2018-09-30,0.020095826419436563,0.02022844072590236,0.019921271050479028
2018-12-31,0.025179494462142585,0.024850129849701554,0.025745754015289612
2019-03-31,0.029251710164213632,0.028354853175972007,0.02939998731169653
2019-06-30,0.027630324740773753,0.02704291816152338,0.0272832936125137
2019-09-30,0.028104975734458824,0.02781415920294732,0.02794721373218372
2019-12-31,0.027151449242091417,0.026427786696120913,0.026990775334188623
2020-03-31,0.047163335039981436,0.04677979747033365,0.04727621615646356
2020-06-30,0.08872911787044557,0.08911734430499149,0.0890696737413087
2020-09-30,0.10266941759961257,0.10360687084241933,0.10342980766847014
2020-12-31,0.12528077991928582,0.12651748104862642,0.12656630700778873
2021-03-31,0.10178471993966162,0.10221227721339769,0.10288189558395112
2021-06-30,0.05519513598824906,0.053672822877209266,0.056009672440611724
2021-09-30,0.040818283964379386,0.03969785370048325,0.04087012693263258
2021-12-31,0.05318567165402908,0.05417200698246415,0.053891138842474796
2022-03-31,0.061197770061274324,0.06119469337508957,0.06089448128613353
2022-06-30,0.10729932574853158,0.10556641295453772,0.10608370314987192
2022-09-30,0.10707143644874674,0.10634978599077231,0.10761890049934253
2022-12-31,0.08795111359732716,0.08761220864125192,0.08750822620854215
2023-03-31,0.08797916529524652,0.08821658464439981,0.08703809403620838
2023-06-30,0.044954635721318664,0.0453573371522458,0.04467558883355693
2023-09-30,0.04208198704456801,0.04292324668719092,0.04200049859838889
2023-12-31,0.027799518442294464,0.029040264081333946,0.028280145344299696
2024-03-31,0.02086358459266416,0.02091400373666416,0.020927751565282926
2024-06-30,0.022000132170257095,0.021614568647230506,0.021606047028837755
2024-09-30,0.026846632368178303,0.026755107260112963,0.02646119010608741
2024-12-31,0.030752072763198714,0.030526303111151232,0.031083123892147287
2025-03-31,0.03217579372125482,0.032479672070263255,0.03234574099611711
2025-06-30,0.03699949736794694,0.03711470184220025,0.037214274026772014
2025-09-30,0.03629379400172122,0.036336006767633454,0.036431628892967464
2025-12-31,0.03030385931204746,0.0298671566263968,0.030511000203521932
