scenario,ann_ret,ann_vol,sharpe,max_dd,total_ret
actual,0.21341892150544156,0.20147602686234695,1.0592770009813375,-0.3221110652506153,3.574710971053551
permutation_placebo,0.2546859952407491,0.19310068281628665,1.3189285067507242,-0.24073718148774936,5.413471411555616
