,gross_ret,equity_turnover,cash_turnover,turnover,fee_cost,impact_cost,cost,missing_ret_penalty_ret,capacity_shortfall,base_exposure_signal,base_exposure,vol_scale_signal,vol_scale,exposure,regime,regime_label,net_ret,nav,return_mode,weight_lag_days,exposure_signal_lag_days,vol_scale_lag_days,missing_ret_policy,max_participation_of_adv,impact_bps_at_100pct_adv
2018-02-27,-0.0021088490550733585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6595879443666304,0.6294652003190729,1.0,1,Transition,-0.0021088490550733585,1.1301460880060763,close_to_close,1,1,1,liquidate,,0.0
2018-02-28,-0.016500040640494262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6846894437551541,0.6595879443666304,1.0,1,Transition,-0.016500040640494262,1.1114986316242805,close_to_close,1,1,1,liquidate,,0.0
2018-03-01,-0.04045454545454541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6787485917176451,0.6846894437551541,1.0,1,Transition,-0.04045454545454541,1.066533459708571,close_to_close,1,1,1,liquidate,,0.0
2018-03-02,0.01864691443090316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5960973451986862,0.6787485917176451,1.0,1,Transition,0.01864691443090316,1.0864210178694518,close_to_close,1,1,1,liquidate,,0.0
2018-03-05,-0.0037625771539696595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6019328756659402,0.5960973451986862,1.0,1,Transition,-0.0037625771539696595,1.0823332749680237,close_to_close,1,1,1,liquidate,,0.0
2018-03-06,0.027625716104392017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6204920859150251,0.6019328756659402,1.0,1,Transition,0.027625716104392017,1.1122335067526272,close_to_close,1,1,1,liquidate,,0.0
2018-03-07,-0.0013214403700032573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6096038319954802,0.6204920859150251,1.0,1,Transition,-0.0013214403700032573,1.110763756495934,close_to_close,1,1,1,liquidate,,0.0
2018-03-08,-0.0027290770757525395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.626659377078124,0.6096038319954802,1.0,1,Transition,-0.0027290770757525395,1.1077323965915042,close_to_close,1,1,1,liquidate,,0.0
2018-03-09,0.0098513323980789,1.2924410426364579,0.3733406229218759,1.2924410426364579,0.0012924410426364578,0.0,0.0012924410426364578,0.0,0.0,1.0,1.0,0.6427444497533462,0.626659377078124,0.626659377078124,1,Transition,0.008558891355442442,1.1172133578248347,close_to_close,1,1,1,liquidate,,0.0
2018-03-12,0.0033249111599990074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6337476456758864,0.6427444497533462,0.626659377078124,1,Transition,0.0033249111599990074,1.1209279929863665,close_to_close,1,1,1,liquidate,,0.0
2018-03-13,-0.006681917443596537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6339539529487165,0.6337476456758864,0.626659377078124,0,RiskOn,-0.006681917443596537,1.1134380446770151,close_to_close,1,1,1,liquidate,,0.0
2018-03-14,0.0015276166712092597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6442756787456074,0.6339539529487165,0.626659377078124,0,RiskOn,0.0015276166712092597,1.1151389511964225,close_to_close,1,1,1,liquidate,,0.0
2018-03-15,0.0016104645247852025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6575293433584123,0.6442756787456074,0.626659377078124,0,RiskOn,0.0016104645247852025,1.1169348429175305,close_to_close,1,1,1,liquidate,,0.0
2018-03-16,-0.00260703979312606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7285665322723754,0.6575293433584123,0.626659377078124,0,RiskOn,-0.00260703979312606,1.1140229493357154,close_to_close,1,1,1,liquidate,,0.0
2018-03-19,-0.011922125725341293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7563914414637584,0.7285665322723754,0.626659377078124,0,RiskOn,-0.011922125725341293,1.1007414276728196,close_to_close,1,1,1,liquidate,,0.0
2018-03-20,0.007876622317660795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7406767004212215,0.7563914414637584,0.626659377078124,0,RiskOn,0.007876622317660795,1.109411552168001,close_to_close,1,1,1,liquidate,,0.0
2018-03-21,0.00028397289294318306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7633443585461445,0.7406767004212215,0.626659377078124,0,RiskOn,0.00028397289294318306,1.1097265949759347,close_to_close,1,1,1,liquidate,,0.0
2018-03-22,-0.016396239334762027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8396650799628738,0.7633443585461445,0.626659377078124,0,RiskOn,-0.016396239334762027,1.091531252128559,close_to_close,1,1,1,liquidate,,0.0
2018-03-23,-0.014979446103957442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7819132579170109,0.8396650799628738,0.626659377078124,0,RiskOn,-0.014979446103957442,1.075180718566514,close_to_close,1,1,1,liquidate,,0.0
2018-03-26,0.026241400935638058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7688176543561301,0.7819132579170109,0.626659377078124,1,Transition,0.026241400935638058,1.1033949668806853,close_to_close,1,1,1,liquidate,,0.0
2018-03-27,-0.030963252291873026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6526789044571676,0.7688176543561301,0.626659377078124,1,Transition,-0.030963252291873026,1.0692302701435756,close_to_close,1,1,1,liquidate,,0.0
2018-03-28,-0.013457756183466184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5695616281960577,0.6526789044571676,0.626659377078124,1,Transition,-0.013457756183466184,1.0548408298640017,close_to_close,1,1,1,liquidate,,0.0
2018-03-29,0.016854358067498666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5644002804071867,0.5695616281960577,0.626659377078124,1,Transition,0.016854358067498666,1.0726194949147472,close_to_close,1,1,1,liquidate,,0.0
2018-04-02,-0.019343875664319554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5832576763530908,0.5644002804071867,0.626659377078124,1,Transition,-0.019343875664319554,1.051870876769991,close_to_close,1,1,1,liquidate,,0.0
2018-04-03,0.010247312276877099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.568017326019525,0.5832576763530908,0.626659377078124,1,Transition,0.010247312276877099,1.0626497261192056,close_to_close,1,1,1,liquidate,,0.0
2018-04-04,0.006692870206086429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5573129514966046,0.568017326019525,0.626659377078124,1,Transition,0.006692870206086429,1.0697619028106549,close_to_close,1,1,1,liquidate,,0.0
2018-04-05,0.004534194144870458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5791411939571189,0.5573129514966046,0.626659377078124,1,Transition,0.004534194144870458,1.0746124109667845,close_to_close,1,1,1,liquidate,,0.0
2018-04-06,-0.013920010082437928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5763971134467698,0.5791411939571189,0.626659377078124,1,Transition,-0.013920010082437928,1.059653795371414,close_to_close,1,1,1,liquidate,,0.0
2018-04-09,0.0007551910546296629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.563873545207437,0.5763971134467698,0.626659377078124,1,Transition,0.0007551910546296629,1.060454036438683,close_to_close,1,1,1,liquidate,,0.0
2018-04-10,0.018820246874825884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5761415250580038,0.563873545207437,0.626659377078124,1,Transition,0.018820246874825884,1.0804120432038646,close_to_close,1,1,1,liquidate,,0.0
2018-04-11,-0.0023619622005616983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5428353782908697,0.5761415250580038,0.626659377078124,1,Transition,-0.0023619622005616983,1.0778601507967855,close_to_close,1,1,1,liquidate,,0.0
2018-04-12,0.013394757207026533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5445541656099122,0.5428353782908697,0.626659377078124,1,Transition,0.013394757207026533,1.0922978258198375,close_to_close,1,1,1,liquidate,,0.0
2018-04-13,-0.009268856771975174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5306548139331244,0.5445541656099122,0.626659377078124,1,Transition,-0.009268856771975174,1.0821734737199735,close_to_close,1,1,1,liquidate,,0.0
2018-04-16,0.002952971684322435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5268616487809611,0.5306548139331244,0.626659377078124,1,Transition,0.002952971684322435,1.0853691013453934,close_to_close,1,1,1,liquidate,,0.0
2018-04-17,0.014737469009517489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5258955876693701,0.5268616487809611,0.626659377078124,1,Transition,0.014737469009517489,1.101364694840359,close_to_close,1,1,1,liquidate,,0.0
2018-04-18,0.001296773553388793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5193819267451845,0.5258955876693701,0.626659377078124,1,Transition,0.001296773553388793,1.1027929154492642,close_to_close,1,1,1,liquidate,,0.0
2018-04-19,-0.007541687805089278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5229071780757876,0.5193819267451845,0.626659377078124,1,Transition,-0.007541687805089278,1.0944759955672816,close_to_close,1,1,1,liquidate,,0.0
2018-04-20,-0.004743886678626861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5196777482603261,0.5229071780757876,0.626659377078124,1,Transition,-0.004743886678626861,1.089283925471833,close_to_close,1,1,1,liquidate,,0.0
2018-04-23,-0.0037758030025191727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5345429898616141,0.5196777482603261,0.626659377078124,1,Transition,-0.0037758030025191727,1.0851710039554405,close_to_close,1,1,1,liquidate,,0.0
2018-04-24,-0.011358593948764664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5492534179954576,0.5345429898616141,0.626659377078124,1,Transition,-0.011358593948764664,1.0728449871565373,close_to_close,1,1,1,liquidate,,0.0
2018-04-25,-0.003492302446782938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5969212943823996,0.5492534179954576,0.626659377078124,1,Transition,-0.003492302446782938,1.0690982879828719,close_to_close,1,1,1,liquidate,,0.0
2018-04-26,0.01406288606081214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.700440933842337,0.5969212943823996,0.626659377078124,1,Transition,0.01406288606081214,1.0841328953945844,close_to_close,1,1,1,liquidate,,0.0
2018-04-27,0.0014403376232131945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7033724120157163,0.700440933842337,0.626659377078124,1,Transition,0.0014403376232131945,1.0856944127923842,close_to_close,1,1,1,liquidate,,0.0
2018-04-30,-0.0035132145151300594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7454252863912588,0.7033724120157163,0.626659377078124,1,Transition,-0.0035132145151300594,1.0818801354223664,close_to_close,1,1,1,liquidate,,0.0
2018-05-01,0.006211680427734725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8292916693765991,0.7454252863912588,0.626659377078124,1,Transition,0.006211680427734725,1.0886004290847247,close_to_close,1,1,1,liquidate,,0.0
2018-05-02,-0.004781855150642838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8440307736673351,0.8292916693765991,0.626659377078124,0,RiskOn,-0.004781855150642838,1.0833948995159137,close_to_close,1,1,1,liquidate,,0.0
2018-05-03,0.007636776620721695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8435500615768109,0.8440307736673351,0.626659377078124,0,RiskOn,0.007636776620721695,1.091668544355546,close_to_close,1,1,1,liquidate,,0.0
2018-05-04,0.01509068724047263,1.235428312889677,0.22189952988199135,1.235428312889677,0.001235428312889677,0.0,0.001235428312889677,0.0,0.0,1.0,1.0,0.8331668840922573,0.8435500615768109,0.8435500615768109,0,RiskOn,0.013855258927582954,1.1067938947006897,close_to_close,1,1,1,liquidate,,0.0
2018-05-07,0.007357224719320424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8746056722299587,0.8331668840922573,0.8435500615768109,1,Transition,0.007357224719320424,1.1149368261019743,close_to_close,1,1,1,liquidate,,0.0
2018-05-08,-0.0011257570190103044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.872106598499915,0.8746056722299587,0.8435500615768109,0,RiskOn,-0.0011257570190103044,1.113681678144237,close_to_close,1,1,1,liquidate,,0.0
2018-05-09,0.013284834154410605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9767314708873296,0.872106598499915,0.8435500615768109,0,RiskOn,0.013284834154410605,1.1284767545391887,close_to_close,1,1,1,liquidate,,0.0
2018-05-10,0.012289871086262614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9581793640624634,0.9767314708873296,0.8435500615768109,0,RiskOn,0.012289871086262614,1.1423455883763194,close_to_close,1,1,1,liquidate,,0.0
2018-05-11,-0.002483231135109353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9921723533935225,0.9581793640624634,0.8435500615768109,0,RiskOn,-0.002483231135109353,1.1395088802442084,close_to_close,1,1,1,liquidate,,0.0
2018-05-14,0.0010969255398092415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9921723533935225,0.8435500615768109,0,RiskOn,0.0010969255398092415,1.1407588366377877,close_to_close,1,1,1,liquidate,,0.0
2018-05-15,-0.006978623843539491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,-0.006978623843539491,1.1327979098206988,close_to_close,1,1,1,liquidate,,0.0
2018-05-16,0.004152471042143439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,0.004152471042143439,1.13750182033783,close_to_close,1,1,1,liquidate,,0.0
2018-05-17,-0.000913986475591096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,-0.000913986475591096,1.136462159058081,close_to_close,1,1,1,liquidate,,0.0
2018-05-18,3.783598863102856e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,3.783598863102856e-05,1.1365051582274108,close_to_close,1,1,1,liquidate,,0.0
2018-05-21,0.0034517203682647764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,0.0034517203682647764,1.1404280562307023,close_to_close,1,1,1,liquidate,,0.0
2018-05-22,-0.0027940621210267723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,-0.0027940621210267723,1.137241629397032,close_to_close,1,1,1,liquidate,,0.0
2018-05-23,0.006924241238308392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,0.006924241238308392,1.145116164785224,close_to_close,1,1,1,liquidate,,0.0
2018-05-24,0.0023040716159732724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,0.0023040716159732724,1.1477545944374976,close_to_close,1,1,1,liquidate,,0.0
2018-05-25,0.00019621507896163293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,0.00019621507896163293,1.1479798011958737,close_to_close,1,1,1,liquidate,,0.0
2018-05-29,-0.005416369472315982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,-0.005416369472315982,1.1417619184458412,close_to_close,1,1,1,liquidate,,0.0
2018-05-30,0.007760737460691544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,0.007760737460691544,1.150622832937515,close_to_close,1,1,1,liquidate,,0.0
2018-05-31,-0.0036505000283503135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8435500615768109,0,RiskOn,-0.0036505000283503135,1.146422484253256,close_to_close,1,1,1,liquidate,,0.0
2018-06-01,0.0158043893867622,0.3961643283317442,0.14879646471362842,0.3961643283317442,0.0003961643283317442,0.0,0.0003961643283317442,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.015408225058430456,1.164086819902675,close_to_close,1,1,1,liquidate,,0.0
2018-06-04,0.0044011739593904226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.0044011739593904226,1.1692101685009002,close_to_close,1,1,1,liquidate,,0.0
2018-06-05,0.005552571920791633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.005552571920791633,1.1757022920520224,close_to_close,1,1,1,liquidate,,0.0
2018-06-06,0.009665310425156504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.009665310425156504,1.1870658196722732,close_to_close,1,1,1,liquidate,,0.0
2018-06-07,-0.008815630828838548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.008815630828838548,1.17660108563651,close_to_close,1,1,1,liquidate,,0.0
2018-06-08,0.004542863862404589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.004542863862404589,1.181946224188914,close_to_close,1,1,1,liquidate,,0.0
2018-06-11,0.004426904550775301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.004426904550775301,1.1871785873075476,close_to_close,1,1,1,liquidate,,0.0
2018-06-12,0.009176739210072133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.009176739210072133,1.1980730155990507,close_to_close,1,1,1,liquidate,,0.0
2018-06-13,0.006490240836786351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.006490240836786351,1.2058487980103434,close_to_close,1,1,1,liquidate,,0.0
2018-06-14,0.013634307082447065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.013634307082447065,1.2222897108174162,close_to_close,1,1,1,liquidate,,0.0
2018-06-15,0.006599137444590245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.006599137444590245,1.2303557686162088,close_to_close,1,1,1,liquidate,,0.0
2018-06-18,-0.0008696935513458431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.0008696935513458431,1.2292857361383822,close_to_close,1,1,1,liquidate,,0.0
2018-06-19,-0.006592773741236653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.006592773741236653,1.2211813334166923,close_to_close,1,1,1,liquidate,,0.0
2018-06-20,0.0052019739926871915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.0052019739926871915,1.227533886953481,close_to_close,1,1,1,liquidate,,0.0
2018-06-21,-0.010002338886152005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.010002338886152005,1.215255677021937,close_to_close,1,1,1,liquidate,,0.0
2018-06-22,0.0013043966598709376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.0013043966598709376,1.2168408524679335,close_to_close,1,1,1,liquidate,,0.0
2018-06-25,-0.020567367905033985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.020567367905033985,1.1918136389733502,close_to_close,1,1,1,liquidate,,0.0
2018-06-26,0.0046362000496164785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.0046362000496164785,1.1973391254254921,close_to_close,1,1,1,liquidate,,0.0
2018-06-27,-0.016195697459451326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.016195697459451326,1.1779473831937368,close_to_close,1,1,1,liquidate,,0.0
2018-06-28,0.012070658854698848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.012070658854698848,1.1921659842050536,close_to_close,1,1,1,liquidate,,0.0
2018-06-29,-0.0004708137208208191,0.1876180436111017,4.014827734825293e-16,0.1876180436111017,0.0001876180436111017,0.0,0.0001876180436111017,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.0006584317644319208,1.1913810242525777,close_to_close,1,1,1,liquidate,,0.0
2018-07-02,0.008442896630538994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.008442896630538994,1.201439731087928,close_to_close,1,1,1,liquidate,,0.0
2018-07-03,-0.008699691372496559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.008699691372496559,1.1909875762248077,close_to_close,1,1,1,liquidate,,0.0
2018-07-05,0.012349689625823557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.012349689625823557,1.205695903139396,close_to_close,1,1,1,liquidate,,0.0
2018-07-06,0.014997360061946852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.014997360061946852,1.2237781587239915,close_to_close,1,1,1,liquidate,,0.0
2018-07-09,0.006923829205426132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.006923829205426132,1.2322513896803273,close_to_close,1,1,1,liquidate,,0.0
2018-07-10,0.00045299614153349716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.00045299614153349716,1.232809594805252,close_to_close,1,1,1,liquidate,,0.0
2018-07-11,-0.00585878909634107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.00585878909634107,1.2255868233933422,close_to_close,1,1,1,liquidate,,0.0
2018-07-12,0.017331227993835054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,0.017331227993835054,1.2468277480558123,close_to_close,1,1,1,liquidate,,0.0
2018-07-13,-0.006320369239093639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,RiskOn,-0.006320369239093639,1.2389473363105519,close_to_close,1,1,1,liquidate,,0.0
