,rf,xgb,gbm
2020-03-31,0.30752505505942834,0.31678609617627757,0.3084928687375804
2020-06-30,0.34923277485786286,0.3586757912410557,0.3510235067870485
2020-09-30,0.35091887847631675,0.39828197313727237,0.35818954148937515
2020-12-31,0.4135063372726612,0.42901669340711,0.4136631888893058
2021-03-31,0.40906815533973695,1.2294725687886041,0.1771737869817076
2021-06-30,0.13183349512061884,0.1178960792340156,0.1155044654931254
2021-09-30,0.12372026083854597,0.1237645907631961,0.11272787206598378
2021-12-31,0.03995603957874466,0.03586777028039856,0.04039492973418483
2022-03-31,0.05646053832721029,0.04727063128248725,0.04407390446896886
2022-06-30,0.03955962436210571,0.04480578563401239,0.041143086464039094
2022-09-30,0.049924592868368825,0.05894505299736803,0.06941337608559228
2022-12-31,0.06652552330383286,0.06772432748784278,0.056291418879961364
2023-03-31,0.0358288098406393,0.039081961881052556,0.0668367243403331
2023-06-30,0.030562006810914727,0.027604143229936397,0.03537258117420778
2023-09-30,0.02347415963201399,0.022527026960075535,0.019494058553448886
2023-12-31,0.008560234463783328,0.006799362213904319,0.009235246398844673
2024-03-31,0.015725097704047234,0.010641556012462586,0.014152350148041124
2024-06-30,0.01716675811026253,0.010657423493492977,0.018289424814736208
2024-09-30,0.011787022480519908,0.010690395039262512,0.011542317115126495
2024-12-31,0.014314358998347168,0.012402180082088477,0.01239689782138796
2025-03-31,0.006160346115461152,0.006823013665906644,0.007978635048210739
2025-06-30,0.012822000564994843,0.012720179159828926,0.017289464088494386
2025-09-30,0.01486969243364125,0.015585151962001218,0.01634054729808559
2025-12-31,0.014080483981473914,0.014436681912660615,0.01435677302720052
