,rf,xgb,gbm
2020-03-31,0.015589638721568322,0.014905817206252607,0.015517423501663961
2020-06-30,0.022006228251069005,0.020869724304363096,0.021224679871707747
2020-09-30,0.02241197567767143,0.02174957768049207,0.02217916498614132
2020-12-31,0.02539855802242839,0.02508284569641366,0.024791671828284224
2021-03-31,0.018375611596875056,0.0182817677072004,0.019097477944860986
2021-06-30,0.011080741363389449,0.011386503199892026,0.011741899942569361
2021-09-30,0.01085524444073995,0.010308988089139055,0.010604563653302411
2021-12-31,0.008746250473434978,0.009229393374235464,0.00904008589187538
2022-03-31,0.011660994140905823,0.011519959044019437,0.011583081099473072
2022-06-30,0.021360804746060332,0.020752199443703188,0.02083200136970154
2022-09-30,0.02111665972717308,0.020570635250500232,0.020921501210321398
2022-12-31,0.022995469756633122,0.0226216931509383,0.02198954069510849
2023-03-31,0.02056698588761039,0.021448940242291464,0.021517877186961704
2023-06-30,0.012773427072977295,0.013428748691210824,0.013090676863929238
2023-09-30,0.013208476320756867,0.013149726915739823,0.013232194018506333
2023-12-31,0.010966215181469044,0.01118759773509853,0.010947408748457751
2024-03-31,0.009117420834296272,0.009164161596919239,0.00914089686686752
2024-06-30,0.011796227831398167,0.011796077941554227,0.01159893883884395
2024-09-30,0.012437782777213748,0.012782506834808133,0.012584818276461586
2024-12-31,0.014166951804392385,0.014211850019844756,0.014057065846673619
2025-03-31,0.014198065790799122,0.013820808247867687,0.014107509323912047
2025-06-30,0.013883247020772855,0.013016463252508945,0.013455008248030309
2025-09-30,0.018928982171965553,0.01882019314867533,0.018714827950523732
2025-12-31,0.02039959308744431,0.02050394256263321,0.02004693558496344
